total_sessions,present_count,late_count,early_leave_count,excused_count,absent_count,attendance_rate,absence_rate,late_rate,recent_absence_rate,consecutive_absence,attendance_trend,student_id,course_section_id,full_course_sessions,observation_sessions,final_absence_rate,final_score,risk,is_synthetic
18.0,14.0,2.0,0.0,0.0,2.0,88.89,11.11,11.11,33.33,0.0,0.0,6a71f25c56c0266186cf5b71,6a71f25956c0266186cf5ace,30,18,10.0,0.5,1,0
18.0,14.0,1.0,1.0,1.0,1.0,94.44,5.56,5.56,33.33,0.0,-22.22,6a71f25c56c0266186cf5b71,6a71f25a56c0266186cf5b04,30,18,6.67,4.0,1,0
18.0,15.0,1.0,1.0,0.0,1.0,94.44,5.56,5.56,33.33,0.0,-22.22,6a71f25c56c0266186cf5b74,6a71f25956c0266186cf5ac2,30,18,3.33,6.0,1,0
18.0,11.0,3.0,3.0,1.0,0.0,100.0,0.0,16.67,0.0,0.0,-33.33,6a71f25c56c0266186cf5b74,6a71f25a56c0266186cf5ada,30,18,3.33,4.5,1,0
18.0,11.0,2.0,2.0,2.0,1.0,94.44,5.56,11.11,0.0,0.0,-11.11,6a71f25c56c0266186cf5b74,6a71f25a56c0266186cf5ae0,30,18,6.67,2.5,1,0
18.0,13.0,0.0,3.0,1.0,1.0,94.44,5.56,0.0,0.0,0.0,44.44,6a71f25c56c0266186cf5b74,6a71f25a56c0266186cf5af8,30,18,3.33,5.5,1,0
18.0,11.0,1.0,4.0,1.0,1.0,94.44,5.56,5.56,0.0,0.0,11.11,6a71f25c56c0266186cf5b77,6a71f25956c0266186cf5abc,30,18,6.67,1.5,1,0
18.0,13.0,3.0,0.0,1.0,1.0,94.44,5.56,16.67,33.33,0.0,-11.11,6a71f25c56c0266186cf5b77,6a71f25956c0266186cf5ace,30,18,3.33,5.5,1,0
18.0,11.0,3.0,1.0,1.0,2.0,88.89,11.11,16.67,0.0,0.0,33.33,6a71f25c56c0266186cf5b77,6a71f25a56c0266186cf5ae0,30,18,6.67,2.0,1,0
18.0,13.0,3.0,0.0,0.0,2.0,88.89,11.11,16.67,0.0,0.0,22.22,6a71f25c56c0266186cf5b77,6a71f25a56c0266186cf5aec,30,18,6.67,3.5,1,0
18.0,11.0,4.0,0.0,1.0,2.0,88.89,11.11,22.22,0.0,0.0,0.0,6a71f25c56c0266186cf5b77,6a71f25a56c0266186cf5af2,30,18,10.0,0.0,1,0
18.0,11.0,1.0,4.0,0.0,2.0,88.89,11.11,5.56,0.0,0.0,22.22,6a71f25c56c0266186cf5b77,6a71f25a56c0266186cf5af8,30,18,6.67,1.5,1,0
18.0,15.0,0.0,1.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,-11.11,6a71f25c56c0266186cf5b77,6a71f25a56c0266186cf5afe,30,18,0.0,8.5,0,0
18.0,9.0,6.0,2.0,0.0,1.0,94.44,5.56,33.33,0.0,0.0,33.33,6a71f25c56c0266186cf5b77,6a71f25a56c0266186cf5b04,30,18,6.67,1.0,1,0
18.0,10.0,3.0,3.0,1.0,1.0,94.44,5.56,16.67,0.0,0.0,44.44,6a71f25c56c0266186cf5b7a,6a71f25956c0266186cf5abc,30,18,3.33,4.0,1,0
18.0,13.0,0.0,1.0,1.0,3.0,83.33,16.67,0.0,33.33,0.0,22.22,6a71f25c56c0266186cf5b7a,6a71f25956c0266186cf5ac2,30,18,10.0,2.5,1,0
18.0,10.0,4.0,1.0,0.0,3.0,83.33,16.67,22.22,33.33,1.0,22.22,6a71f25c56c0266186cf5b7a,6a71f25956c0266186cf5ace,30,18,10.0,0.5,1,0
18.0,11.0,1.0,2.0,3.0,1.0,94.44,5.56,5.56,0.0,0.0,11.11,6a71f25c56c0266186cf5b7a,6a71f25a56c0266186cf5ad4,30,18,3.33,5.5,1,0
18.0,10.0,4.0,2.0,0.0,2.0,88.89,11.11,22.22,0.0,0.0,44.44,6a71f25d56c0266186cf5b7d,6a71f25956c0266186cf5abc,30,18,10.0,0.5,1,0
18.0,11.0,2.0,2.0,1.0,2.0,88.89,11.11,11.11,0.0,0.0,22.22,6a71f25d56c0266186cf5b7d,6a71f25956c0266186cf5ac2,30,18,10.0,0.5,1,0
18.0,12.0,2.0,1.0,2.0,1.0,94.44,5.56,11.11,0.0,0.0,-22.22,6a71f25d56c0266186cf5b7d,6a71f25a56c0266186cf5afe,30,18,3.33,3.5,1,0
18.0,12.0,2.0,3.0,0.0,1.0,94.44,5.56,11.11,0.0,0.0,0.0,6a71f25d56c0266186cf5b80,6a71f25956c0266186cf5ace,30,18,3.33,4.0,1,0
18.0,11.0,3.0,0.0,1.0,3.0,83.33,16.67,16.67,0.0,0.0,11.11,6a71f25d56c0266186cf5b80,6a71f25a56c0266186cf5ada,30,18,10.0,1.5,1,0
18.0,12.0,3.0,1.0,0.0,2.0,88.89,11.11,16.67,66.67,1.0,-33.33,6a71f25d56c0266186cf5b80,6a71f25a56c0266186cf5af8,30,18,10.0,1.0,1,0
18.0,9.0,4.0,1.0,1.0,3.0,83.33,16.67,22.22,33.33,0.0,0.0,6a71f25d56c0266186cf5b83,6a71f25956c0266186cf5ac2,30,18,13.33,0.0,1,0
18.0,10.0,5.0,2.0,1.0,0.0,100.0,0.0,27.78,0.0,0.0,-22.22,6a71f25d56c0266186cf5b83,6a71f25a56c0266186cf5ada,30,18,3.33,4.0,1,0
18.0,9.0,5.0,2.0,0.0,2.0,88.89,11.11,27.78,0.0,0.0,0.0,6a71f25d56c0266186cf5b83,6a71f25a56c0266186cf5ae6,30,18,10.0,0.0,1,0
18.0,8.0,6.0,3.0,0.0,1.0,94.44,5.56,33.33,0.0,0.0,-22.22,6a71f25d56c0266186cf5b83,6a71f25a56c0266186cf5aec,30,18,10.0,0.0,1,0
18.0,8.0,4.0,3.0,1.0,2.0,88.89,11.11,22.22,33.33,0.0,-11.11,6a71f25d56c0266186cf5b83,6a71f25a56c0266186cf5afe,30,18,10.0,0.0,1,0
18.0,9.0,6.0,1.0,0.0,2.0,88.89,11.11,33.33,33.33,0.0,11.11,6a71f25d56c0266186cf5b86,6a71f25956c0266186cf5abc,30,18,10.0,0.0,1,0
18.0,11.0,4.0,3.0,0.0,0.0,100.0,0.0,22.22,0.0,0.0,33.33,6a71f25d56c0266186cf5b86,6a71f25a56c0266186cf5ae6,30,18,0.0,6.5,1,0
18.0,11.0,2.0,2.0,1.0,2.0,88.89,11.11,11.11,0.0,0.0,0.0,6a71f25d56c0266186cf5b86,6a71f25a56c0266186cf5af8,30,18,10.0,0.0,1,0
18.0,12.0,2.0,2.0,0.0,2.0,88.89,11.11,11.11,0.0,0.0,22.22,6a71f25d56c0266186cf5b86,6a71f25a56c0266186cf5afe,30,18,10.0,0.0,1,0
18.0,12.0,1.0,5.0,0.0,0.0,100.0,0.0,5.56,0.0,0.0,33.33,6a71f25d56c0266186cf5b89,6a71f25a56c0266186cf5ae0,30,18,3.33,4.0,1,0
18.0,13.0,2.0,2.0,0.0,1.0,94.44,5.56,11.11,0.0,0.0,33.33,6a71f25d56c0266186cf5b89,6a71f25a56c0266186cf5af2,30,18,3.33,3.5,1,0
18.0,8.0,4.0,3.0,1.0,2.0,88.89,11.11,22.22,33.33,0.0,11.11,6a71f25d56c0266186cf5b89,6a71f25a56c0266186cf5b0a,30,18,10.0,0.0,1,0
18.0,13.0,2.0,0.0,3.0,0.0,100.0,0.0,11.11,0.0,0.0,0.0,6a71f25d56c0266186cf5b8c,6a71f25956c0266186cf5ace,30,18,0.0,6.5,1,0
18.0,12.0,3.0,1.0,1.0,1.0,94.44,5.56,16.67,0.0,0.0,-22.22,6a71f25d56c0266186cf5b8c,6a71f25a56c0266186cf5ad4,30,18,3.33,4.0,1,0
18.0,9.0,3.0,3.0,1.0,2.0,88.89,11.11,16.67,0.0,0.0,-33.33,6a71f25d56c0266186cf5b8c,6a71f25a56c0266186cf5af2,30,18,10.0,0.0,1,0
18.0,9.0,7.0,1.0,1.0,0.0,100.0,0.0,38.89,0.0,0.0,11.11,6a71f25d56c0266186cf5b8c,6a71f25a56c0266186cf5af8,30,18,3.33,3.0,1,0
18.0,9.0,2.0,4.0,2.0,1.0,94.44,5.56,11.11,0.0,0.0,33.33,6a71f25d56c0266186cf5b8f,6a71f25956c0266186cf5ac2,30,18,6.67,1.0,1,0
18.0,8.0,7.0,1.0,1.0,1.0,94.44,5.56,38.89,0.0,0.0,22.22,6a71f25d56c0266186cf5b8f,6a71f25a56c0266186cf5ad4,30,18,3.33,3.5,1,0
18.0,10.0,4.0,3.0,1.0,0.0,100.0,0.0,22.22,0.0,0.0,33.33,6a71f25d56c0266186cf5b8f,6a71f25a56c0266186cf5ae0,30,18,0.0,6.0,1,0
18.0,11.0,6.0,1.0,0.0,0.0,100.0,0.0,33.33,0.0,0.0,-11.11,6a71f25d56c0266186cf5b8f,6a71f25a56c0266186cf5aec,30,18,3.33,3.0,1,0
18.0,11.0,2.0,5.0,0.0,0.0,100.0,0.0,11.11,0.0,0.0,33.33,6a71f25d56c0266186cf5b8f,6a71f25a56c0266186cf5b04,30,18,0.0,5.5,1,0
18.0,12.0,2.0,2.0,1.0,1.0,94.44,5.56,11.11,33.33,0.0,-11.11,6a71f25d56c0266186cf5b8f,6a71f25a56c0266186cf5b0a,30,18,6.67,2.0,1,0
18.0,10.0,4.0,3.0,1.0,0.0,100.0,0.0,22.22,0.0,0.0,-33.33,6a71f25d56c0266186cf5b8f,6a749bcdf6ccb57abf5e5d08,30,18,3.33,4.5,1,0
18.0,11.0,3.0,4.0,0.0,0.0,100.0,0.0,16.67,0.0,0.0,0.0,6a71f25d56c0266186cf5b92,6a71f25956c0266186cf5ac8,30,18,3.33,3.5,1,0
18.0,11.0,1.0,5.0,0.0,1.0,94.44,5.56,5.56,0.0,0.0,-22.22,6a71f25d56c0266186cf5b92,6a71f25a56c0266186cf5ad4,30,18,3.33,3.0,1,0
18.0,12.0,2.0,2.0,1.0,1.0,94.44,5.56,11.11,33.33,1.0,11.11,6a71f25d56c0266186cf5b92,6a71f25a56c0266186cf5ae6,30,18,3.33,5.5,1,0
18.0,10.0,3.0,4.0,0.0,1.0,94.44,5.56,16.67,0.0,0.0,11.11,6a71f25d56c0266186cf5b92,6a71f25a56c0266186cf5af8,30,18,3.33,4.0,1,0
18.0,14.0,1.0,1.0,1.0,1.0,94.44,5.56,5.56,0.0,0.0,0.0,6a71f25d56c0266186cf5b95,6a71f25956c0266186cf5abc,30,18,3.33,5.5,1,0
18.0,12.0,4.0,0.0,0.0,2.0,88.89,11.11,22.22,0.0,0.0,22.22,6a71f25d56c0266186cf5b95,6a71f25a56c0266186cf5ad4,30,18,13.33,0.0,1,0
18.0,14.0,1.0,1.0,0.0,2.0,88.89,11.11,5.56,33.33,1.0,-33.33,6a71f25d56c0266186cf5b95,6a71f25a56c0266186cf5ae6,30,18,6.67,4.0,1,0
18.0,11.0,3.0,2.0,0.0,2.0,88.89,11.11,16.67,33.33,1.0,-22.22,6a71f25d56c0266186cf5b98,6a71f25956c0266186cf5ab6,30,18,10.0,0.0,1,0
18.0,9.0,1.0,6.0,1.0,1.0,94.44,5.56,5.56,0.0,0.0,33.33,6a71f25d56c0266186cf5b98,6a71f25a56c0266186cf5ada,30,18,3.33,3.5,1,0
18.0,14.0,2.0,0.0,1.0,1.0,94.44,5.56,11.11,33.33,1.0,-11.11,6a71f25d56c0266186cf5b98,6a71f25a56c0266186cf5ae0,30,18,3.33,5.5,1,0
18.0,13.0,2.0,0.0,1.0,2.0,88.89,11.11,11.11,0.0,0.0,22.22,6a71f25d56c0266186cf5b98,6a71f25a56c0266186cf5aec,30,18,6.67,3.0,1,0
18.0,7.0,5.0,2.0,2.0,2.0,88.89,11.11,27.78,0.0,0.0,22.22,6a71f25d56c0266186cf5b98,6a71f25a56c0266186cf5af8,30,18,6.67,1.5,1,0
18.0,13.0,2.0,1.0,0.0,2.0,88.89,11.11,11.11,33.33,0.0,-33.33,6a71f25d56c0266186cf5b9b,6a71f25956c0266186cf5ac8,30,18,6.67,3.0,1,0
18.0,9.0,5.0,2.0,0.0,2.0,88.89,11.11,27.78,33.33,1.0,-44.44,6a71f25d56c0266186cf5b9b,6a71f25956c0266186cf5ace,30,18,6.67,2.0,1,0
18.0,10.0,6.0,1.0,1.0,0.0,100.0,0.0,33.33,0.0,0.0,-11.11,6a71f25d56c0266186cf5b9b,6a71f25a56c0266186cf5ae6,30,18,6.67,0.5,1,0
18.0,12.0,1.0,4.0,1.0,0.0,100.0,0.0,5.56,0.0,0.0,0.0,6a71f25d56c0266186cf5b9b,6a71f25a56c0266186cf5aec,30,18,3.33,5.5,1,0
18.0,11.0,4.0,2.0,0.0,1.0,94.44,5.56,22.22,0.0,0.0,-33.33,6a71f25d56c0266186cf5b9b,6a71f25a56c0266186cf5af2,30,18,3.33,2.5,1,0
18.0,13.0,3.0,1.0,0.0,1.0,94.44,5.56,16.67,33.33,1.0,-22.22,6a71f25d56c0266186cf5b9b,6a71f25a56c0266186cf5af8,30,18,3.33,4.5,1,0
18.0,11.0,3.0,1.0,3.0,0.0,100.0,0.0,16.67,0.0,0.0,-11.11,6a71f25d56c0266186cf5b9b,6a71f25a56c0266186cf5b0a,30,18,0.0,6.5,1,0
18.0,13.0,1.0,1.0,0.0,3.0,83.33,16.67,5.56,0.0,0.0,22.22,6a71f25d56c0266186cf5b9e,6a71f25956c0266186cf5ab6,30,18,10.0,3.0,1,0
18.0,14.0,2.0,1.0,0.0,1.0,94.44,5.56,11.11,0.0,0.0,-22.22,6a71f25d56c0266186cf5b9e,6a71f25956c0266186cf5abc,30,18,6.67,3.0,1,0
18.0,16.0,1.0,0.0,0.0,1.0,94.44,5.56,5.56,0.0,0.0,-11.11,6a71f25d56c0266186cf5b9e,6a71f25956c0266186cf5ac8,30,18,3.33,5.5,1,0
18.0,15.0,0.0,1.0,0.0,2.0,88.89,11.11,0.0,0.0,0.0,11.11,6a71f25d56c0266186cf5b9e,6a71f25a56c0266186cf5ae0,30,18,13.33,0.5,1,0
18.0,10.0,4.0,1.0,2.0,1.0,94.44,5.56,22.22,0.0,0.0,0.0,6a71f25d56c0266186cf5b9e,6a71f25a56c0266186cf5aec,30,18,3.33,5.0,1,0
18.0,9.0,6.0,1.0,2.0,0.0,100.0,0.0,33.33,0.0,0.0,11.11,6a71f25d56c0266186cf5b9e,6a71f25a56c0266186cf5af2,30,18,0.0,5.0,1,0
18.0,11.0,3.0,3.0,0.0,1.0,94.44,5.56,16.67,0.0,0.0,44.44,6a71f25d56c0266186cf5b9e,6a71f25a56c0266186cf5b04,30,18,6.67,3.0,1,0
18.0,9.0,4.0,2.0,2.0,1.0,94.44,5.56,22.22,0.0,0.0,-11.11,6a71f25d56c0266186cf5ba1,6a71f25956c0266186cf5ab6,30,18,3.33,5.0,1,0
18.0,9.0,5.0,4.0,0.0,0.0,100.0,0.0,27.78,0.0,0.0,-22.22,6a71f25d56c0266186cf5ba1,6a71f25956c0266186cf5ace,30,18,0.0,4.5,1,0
18.0,11.0,2.0,3.0,2.0,0.0,100.0,0.0,11.11,0.0,0.0,-11.11,6a71f25d56c0266186cf5ba1,6a71f25a56c0266186cf5ada,30,18,3.33,5.0,1,0
18.0,12.0,1.0,1.0,2.0,2.0,88.89,11.11,5.56,0.0,0.0,-11.11,6a71f25d56c0266186cf5ba1,6a71f25a56c0266186cf5ae0,30,18,6.67,4.0,1,0
18.0,15.0,1.0,0.0,0.0,2.0,88.89,11.11,5.56,0.0,0.0,0.0,6a71f25d56c0266186cf5ba1,6a71f25a56c0266186cf5ae6,30,18,10.0,1.5,1,0
18.0,12.0,3.0,0.0,0.0,3.0,83.33,16.67,16.67,0.0,0.0,33.33,6a71f25d56c0266186cf5ba1,6a71f25a56c0266186cf5af2,30,18,10.0,1.0,1,0
18.0,12.0,3.0,0.0,2.0,1.0,94.44,5.56,16.67,0.0,0.0,-11.11,6a71f25d56c0266186cf5ba4,6a71f25956c0266186cf5ac2,30,18,10.0,0.0,1,0
18.0,11.0,4.0,3.0,0.0,0.0,100.0,0.0,22.22,0.0,0.0,-11.11,6a71f25d56c0266186cf5ba4,6a71f25956c0266186cf5ac8,30,18,0.0,5.5,1,0
18.0,11.0,3.0,1.0,1.0,2.0,88.89,11.11,16.67,33.33,0.0,11.11,6a71f25d56c0266186cf5ba4,6a71f25a56c0266186cf5ae0,30,18,13.33,0.0,1,0
18.0,9.0,4.0,4.0,0.0,1.0,94.44,5.56,22.22,33.33,0.0,33.33,6a71f25d56c0266186cf5ba4,6a71f25a56c0266186cf5ae6,30,18,3.33,2.5,1,0
18.0,16.0,0.0,1.0,0.0,1.0,94.44,5.56,0.0,33.33,0.0,-22.22,6a71f25d56c0266186cf5ba4,6a71f25a56c0266186cf5aec,30,18,6.67,4.5,1,0
18.0,12.0,3.0,1.0,2.0,0.0,100.0,0.0,16.67,0.0,0.0,-11.11,6a71f25d56c0266186cf5ba7,6a71f25956c0266186cf5ace,30,18,0.0,7.0,0,0
18.0,15.0,0.0,2.0,0.0,1.0,94.44,5.56,0.0,0.0,0.0,11.11,6a71f25d56c0266186cf5ba7,6a71f25a56c0266186cf5ad4,30,18,6.67,3.5,1,0
18.0,10.0,3.0,3.0,0.0,2.0,88.89,11.11,16.67,0.0,0.0,11.11,6a71f25d56c0266186cf5ba7,6a71f25a56c0266186cf5ae0,30,18,6.67,2.0,1,0
18.0,11.0,4.0,1.0,0.0,2.0,88.89,11.11,22.22,33.33,0.0,-33.33,6a71f25d56c0266186cf5ba7,6a71f25a56c0266186cf5aec,30,18,6.67,1.5,1,0
18.0,13.0,1.0,2.0,2.0,0.0,100.0,0.0,5.56,0.0,0.0,-22.22,6a71f25d56c0266186cf5ba7,6a71f25a56c0266186cf5af2,30,18,3.33,5.5,1,0
18.0,14.0,0.0,1.0,0.0,3.0,83.33,16.67,0.0,0.0,0.0,22.22,6a71f25d56c0266186cf5ba7,6a71f25a56c0266186cf5b04,30,18,10.0,1.5,1,0
18.0,9.0,3.0,2.0,3.0,1.0,94.44,5.56,16.67,0.0,0.0,11.11,6a71f25d56c0266186cf5baa,6a71f25956c0266186cf5ac2,30,18,3.33,4.5,1,0
18.0,14.0,1.0,2.0,1.0,0.0,100.0,0.0,5.56,0.0,0.0,-22.22,6a71f25d56c0266186cf5baa,6a71f25956c0266186cf5ace,30,18,0.0,8.0,0,0
18.0,11.0,2.0,0.0,2.0,3.0,83.33,16.67,11.11,33.33,1.0,-11.11,6a71f25d56c0266186cf5baa,6a71f25a56c0266186cf5ada,30,18,10.0,0.5,1,0
18.0,9.0,6.0,2.0,0.0,1.0,94.44,5.56,33.33,33.33,1.0,-11.11,6a71f25d56c0266186cf5bad,6a71f25956c0266186cf5ab6,30,18,6.67,0.5,1,0
18.0,11.0,3.0,1.0,0.0,3.0,83.33,16.67,16.67,33.33,1.0,-22.22,6a71f25d56c0266186cf5bad,6a71f25956c0266186cf5ac8,30,18,10.0,0.0,1,0
18.0,10.0,2.0,1.0,5.0,0.0,100.0,0.0,11.11,0.0,0.0,-11.11,6a71f25d56c0266186cf5bad,6a71f25956c0266186cf5ace,30,18,0.0,6.5,1,0
18.0,13.0,0.0,4.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6a71f25d56c0266186cf5bad,6a71f25a56c0266186cf5ad4,30,18,3.33,4.0,1,0
18.0,12.0,1.0,3.0,0.0,2.0,88.89,11.11,5.56,0.0,0.0,11.11,6a71f25d56c0266186cf5bad,6a71f25a56c0266186cf5ae6,30,18,10.0,1.0,1,0
18.0,12.0,1.0,3.0,1.0,1.0,94.44,5.56,5.56,0.0,0.0,0.0,6a71f25d56c0266186cf5bad,6a71f25a56c0266186cf5aec,30,18,6.67,3.0,1,0
18.0,17.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,6a71f25d56c0266186cf5bad,6a71f25a56c0266186cf5af2,30,18,3.33,8.0,0,0
18.0,11.0,2.0,3.0,1.0,1.0,94.44,5.56,11.11,0.0,0.0,-22.22,6a71f25d56c0266186cf5bb0,6a71f25956c0266186cf5ab6,30,18,3.33,4.5,1,0
18.0,12.0,1.0,3.0,2.0,0.0,100.0,0.0,5.56,0.0,0.0,-11.11,6a71f25d56c0266186cf5bb0,6a71f25956c0266186cf5ac2,30,18,3.33,4.0,1,0
18.0,16.0,1.0,0.0,0.0,1.0,94.44,5.56,5.56,33.33,1.0,-11.11,6a71f25d56c0266186cf5bb0,6a71f25a56c0266186cf5ad4,30,18,3.33,4.5,1,0
18.0,15.0,0.0,0.0,2.0,1.0,94.44,5.56,0.0,0.0,0.0,11.11,6a71f25d56c0266186cf5bb0,6a71f25a56c0266186cf5ada,30,18,6.67,4.5,1,0
18.0,9.0,4.0,3.0,2.0,0.0,100.0,0.0,22.22,0.0,0.0,-11.11,6a71f25d56c0266186cf5bb0,6a71f25a56c0266186cf5b0a,30,18,0.0,5.0,1,0
18.0,13.0,2.0,2.0,0.0,1.0,94.44,5.56,11.11,33.33,0.0,-11.11,6a71f25d56c0266186cf5bb0,6a749bcdf6ccb57abf5e5d08,30,18,3.33,5.5,1,0
18.0,8.0,5.0,3.0,2.0,0.0,100.0,0.0,27.78,0.0,0.0,-11.11,6a71f25d56c0266186cf5bb3,6a71f25956c0266186cf5ab6,30,18,3.33,3.5,1,0
18.0,12.0,2.0,3.0,1.0,0.0,100.0,0.0,11.11,0.0,0.0,-33.33,6a71f25d56c0266186cf5bb3,6a71f25956c0266186cf5abc,30,18,3.33,3.5,1,0
18.0,12.0,2.0,1.0,0.0,3.0,83.33,16.67,11.11,33.33,1.0,-22.22,6a71f25d56c0266186cf5bb3,6a71f25956c0266186cf5ac8,30,18,10.0,1.5,1,0
18.0,9.0,5.0,2.0,1.0,1.0,94.44,5.56,27.78,0.0,0.0,11.11,6a71f25d56c0266186cf5bb3,6a71f25a56c0266186cf5ad4,30,18,6.67,1.0,1,0
18.0,11.0,4.0,1.0,0.0,2.0,88.89,11.11,22.22,0.0,0.0,11.11,6a71f25d56c0266186cf5bb3,6a749bcdf6ccb57abf5e5d08,30,18,10.0,0.0,1,0
18.0,9.0,5.0,2.0,0.0,2.0,88.89,11.11,27.78,33.33,1.0,-22.22,6a71f25d56c0266186cf5bb6,6a71f25a56c0266186cf5ad4,30,18,10.0,0.0,1,0
18.0,11.0,3.0,1.0,0.0,3.0,83.33,16.67,16.67,0.0,0.0,22.22,6a71f25d56c0266186cf5bb6,6a71f25a56c0266186cf5aec,30,18,10.0,1.0,1,0
18.0,10.0,3.0,2.0,1.0,2.0,88.89,11.11,16.67,33.33,0.0,0.0,6a71f25d56c0266186cf5bb6,6a71f25a56c0266186cf5afe,30,18,6.67,2.0,1,0
18.0,11.0,3.0,0.0,0.0,4.0,77.78,22.22,16.67,33.33,0.0,0.0,6a71f25e56c0266186cf5bb9,6a71f25956c0266186cf5ac2,30,18,13.33,0.0,1,0
18.0,10.0,4.0,3.0,0.0,1.0,94.44,5.56,22.22,0.0,0.0,0.0,6a71f25e56c0266186cf5bb9,6a71f25956c0266186cf5ace,30,18,3.33,3.5,1,0
18.0,10.0,2.0,5.0,0.0,1.0,94.44,5.56,11.11,0.0,0.0,22.22,6a71f25e56c0266186cf5bb9,6a71f25a56c0266186cf5b04,30,18,6.67,2.0,1,0
18.0,7.0,5.0,3.0,2.0,1.0,94.44,5.56,27.78,0.0,0.0,0.0,6a71f25e56c0266186cf5bb9,6a71f25a56c0266186cf5b0a,30,18,3.33,3.0,1,0
18.0,14.0,1.0,1.0,0.0,2.0,88.89,11.11,5.56,0.0,0.0,-11.11,6a71f25e56c0266186cf5bb9,6a749bcdf6ccb57abf5e5d08,30,18,6.67,3.5,1,0
18.0,10.0,3.0,3.0,1.0,1.0,94.44,5.56,16.67,0.0,0.0,22.22,6a71f25e56c0266186cf5bbc,6a71f25956c0266186cf5ab6,30,18,3.33,3.5,1,0
18.0,13.0,1.0,3.0,0.0,1.0,94.44,5.56,5.56,0.0,0.0,44.44,6a71f25e56c0266186cf5bbc,6a71f25956c0266186cf5abc,30,18,3.33,4.0,1,0
18.0,12.0,4.0,1.0,0.0,1.0,94.44,5.56,22.22,33.33,1.0,-22.22,6a71f25e56c0266186cf5bbc,6a71f25a56c0266186cf5ada,30,18,6.67,2.5,1,0
18.0,11.0,0.0,4.0,0.0,3.0,83.33,16.67,0.0,33.33,0.0,-11.11,6a71f25e56c0266186cf5bbc,6a71f25a56c0266186cf5af2,30,18,16.67,0.0,1,0
18.0,9.0,3.0,4.0,1.0,1.0,94.44,5.56,16.67,0.0,0.0,55.56,6a71f25e56c0266186cf5bbc,6a71f25a56c0266186cf5af8,30,18,6.67,1.0,1,0
18.0,10.0,4.0,2.0,0.0,2.0,88.89,11.11,22.22,66.67,2.0,-22.22,6a71f25e56c0266186cf5bbf,6a71f25956c0266186cf5ab6,30,18,13.33,0.0,1,0
18.0,8.0,2.0,5.0,1.0,2.0,88.89,11.11,11.11,33.33,1.0,-11.11,6a71f25e56c0266186cf5bbf,6a71f25956c0266186cf5abc,30,18,6.67,0.0,1,0
18.0,11.0,2.0,3.0,1.0,1.0,94.44,5.56,11.11,0.0,0.0,22.22,6a71f25e56c0266186cf5bbf,6a71f25956c0266186cf5ac2,30,18,3.33,3.0,1,0
18.0,13.0,2.0,0.0,0.0,3.0,83.33,16.67,11.11,33.33,1.0,11.11,6a71f25e56c0266186cf5bbf,6a71f25956c0266186cf5ace,30,18,10.0,1.5,1,0
18.0,12.0,1.0,4.0,0.0,1.0,94.44,5.56,5.56,0.0,0.0,-11.11,6a71f25e56c0266186cf5bbf,6a71f25a56c0266186cf5ad4,30,18,6.67,0.5,1,0
18.0,11.0,5.0,1.0,0.0,1.0,94.44,5.56,27.78,33.33,0.0,0.0,6a71f25e56c0266186cf5bbf,6a71f25a56c0266186cf5ae0,30,18,10.0,0.0,1,0
18.0,10.0,4.0,2.0,2.0,0.0,100.0,0.0,22.22,0.0,0.0,22.22,6a71f25e56c0266186cf5bbf,6a71f25a56c0266186cf5aec,30,18,6.67,1.0,1,0
18.0,10.0,7.0,1.0,0.0,0.0,100.0,0.0,38.89,0.0,0.0,11.11,6a71f25e56c0266186cf5bbf,6a71f25a56c0266186cf5af2,30,18,3.33,2.5,1,0
18.0,13.0,2.0,1.0,0.0,2.0,88.89,11.11,11.11,33.33,0.0,11.11,6a71f25e56c0266186cf5bbf,6a71f25a56c0266186cf5af8,30,18,6.67,2.5,1,0
18.0,9.0,4.0,0.0,2.0,3.0,83.33,16.67,22.22,0.0,0.0,11.11,6a71f25e56c0266186cf5bbf,6a749bcdf6ccb57abf5e5d08,30,18,10.0,0.5,1,0
18.0,13.0,1.0,3.0,1.0,0.0,100.0,0.0,5.56,0.0,0.0,11.11,6a71f25e56c0266186cf5bc2,6a71f25956c0266186cf5abc,30,18,0.0,5.5,1,0
18.0,11.0,4.0,2.0,0.0,1.0,94.44,5.56,22.22,33.33,0.0,-11.11,6a71f25e56c0266186cf5bc2,6a71f25a56c0266186cf5ae6,30,18,6.67,2.0,1,0
18.0,10.0,3.0,2.0,1.0,2.0,88.89,11.11,16.67,0.0,0.0,-22.22,6a71f25e56c0266186cf5bc2,6a71f25a56c0266186cf5af8,30,18,6.67,2.5,1,0
18.0,9.0,4.0,4.0,0.0,1.0,94.44,5.56,22.22,0.0,0.0,11.11,6a71f25e56c0266186cf5bc2,6a71f25a56c0266186cf5b04,30,18,3.33,2.5,1,0
18.0,9.0,5.0,2.0,2.0,0.0,100.0,0.0,27.78,0.0,0.0,0.0,6a71f25e56c0266186cf5bc5,6a71f25a56c0266186cf5afe,30,18,3.33,3.5,1,0
